0.082516 0.000000
0.100000 0.000000
0.200000 0.000000
0.300000 0.000000
0.400000 0.000000
0.500000 0.000000
0.600000 0.000000
0.700000 0.000000
0.800000 2.801871
0.900000 244.678696
1.000000 718.075745
1.100000 753.821045
1.200000 636.943726
1.300000 538.593079
1.400000 472.462097
1.500000 432.437225
1.600000 408.752472
1.700000 398.086639
1.800000 396.166351
1.900000 399.554474
2.000000 403.595551
2.100000 401.587219
2.200000 395.881042
2.300000 386.379242
2.400000 377.247406
2.500000 368.405029
2.600000 361.477356
2.700000 354.145111
2.800000 349.704315
2.900000 342.650482
3.000000 338.733582
3.100000 333.051453
3.200000 328.156067
3.300000 321.906464
3.400000 316.702423
3.500000 311.343048
3.600000 305.542114
3.700000 300.133575
3.800000 295.482117
3.900000 290.099670
4.000000 284.772919
4.100000 279.881989
4.200000 274.906860
4.300000 270.257721
4.400000 265.727295
4.500000 260.893280
4.600000 256.551514
4.700000 251.471481
4.800000 247.112167
4.900000 242.118851
5.000000 237.666290
5.100000 233.906647
5.200000 228.940704
5.300000 225.348862
5.400000 220.873810
5.500000 216.810318
5.600000 212.752090
5.700000 208.516724
5.800000 203.919113
5.900000 200.314850
6.000000 196.411804
6.100000 192.693130
6.200000 188.977600
6.300000 184.974945
6.400000 181.145401
6.500000 178.123932
6.600000 174.365219
6.700000 170.839386
6.800000 167.089767
6.900000 162.976257
7.000000 159.853561
7.100000 156.672592
7.200000 153.020233
7.300000 149.495010
7.400000 146.392502
7.500000 142.936813
7.600000 139.494095
7.700000 136.239578
7.800000 132.920135
7.900000 130.365707
8.000000 126.922295
8.100000 123.607071
8.200000 120.772942
8.300000 117.716438
8.400001 114.593773
8.500000 111.422852
8.600000 108.585541
8.700000 105.759338
8.800000 102.916916
8.900001 100.004768
9.000000 97.374207
9.100000 94.221313
9.200000 91.378777
9.300000 88.514847
9.400001 85.853752
9.500000 83.192429
9.600000 80.604561
9.700000 77.815086
9.800000 75.300278
9.900001 72.500412
10.000000 70.017975
10.100000 67.564262
10.200000 65.038696
10.300000 62.633282
10.400001 60.054264
10.500000 57.710228
10.600000 55.440659
10.700000 53.135319
10.800000 50.869850
10.900001 48.478878
11.000000 46.120289
11.100000 43.986301
11.200000 41.585178
11.300000 39.504261
11.400001 37.379654
11.500000 35.291336
11.600000 33.140778
11.700000 31.143183
